alpha_1,alpha_2,omega_n,zeta,PO,omega_d,t_p,t_r,t_s
9.50001,5.50001,12.23791912,0.379097973,27.60866348,11.3244385,0.277417079,0.17304325,0.859944105
7.60001,4.40001,12.23880893,0.37911097,27.6072408,11.32519672,0.277398506,0.173032905,0.859853345
5.70001,3.30001,12.2402918,0.379132615,27.60487169,11.32646035,0.277367558,0.173015666,0.859702159
3.80001,2.20001,12.24325696,0.379175841,27.60014072,11.32898729,0.277305691,0.172981198,0.859400091
8.80001,5.10001,12.24202094,0.378851416,27.63566116,11.32947023,0.277293871,0.17294288,0.860191912
6.90001,4.00001,12.24412833,0.378797908,27.64152251,11.3316887,0.277239583,0.17290392,0.860160245
0.30001,5.30001,11.36312112,0.072039407,79.69940801,11.33359731,0.277192895,0.144958229,4.78214075
8.10001,4.70001,12.24682514,0.378562742,27.66729289,11.33536292,0.277149719,0.172825459,0.86048263
5.00001,2.90001,12.24783483,0.378703786,27.65183488,11.33559076,0.277144149,0.172835429,0.860104684
1.90001,1.10001,12.2521479,0.379305016,27.58600612,11.33656562,0.277120317,0.172877877,0.858496305
9.30001,5.40001,12.24882444,0.37838846,27.68640169,11.3380863,0.277083149,0.17276734,0.860721833
6.20001,3.60001,12.25063711,0.378415022,27.68348877,11.33963117,0.2770454,0.172746334,0.860536599
7.40001,4.30001,12.25252903,0.378220152,27.70486379,11.34235822,0.27697879,0.17268624,0.860828462
0.50001,8.80001,11.37296869,0.072040276,79.69918868,11.34341858,0.276952898,0.144832799,4.777942445
3.10001,1.80001,12.2560734,0.378494521,27.67477186,11.34426482,0.276932239,0.172683345,0.859981805
8.60001,5.00001,12.25389223,0.378079785,27.72026732,11.34432276,0.276930824,0.172642969,0.861038889
9.80001,5.70001,12.25492116,0.377973859,27.73189503,11.34580537,0.276894636,0.172610325,0.861197791
4.30001,2.50001,12.25780729,0.378137201,27.71396598,11.34765977,0.276849387,0.172597666,0.860638646
5.50001,3.20001,12.2587844,0.377936019,27.73604965,11.34957139,0.276802757,0.172549448,0.86100899
6.70001,3.90001,12.25941143,0.377806985,27.75021986,11.35079753,0.276772856,0.172518531,0.86124672
7.90001,4.60001,12.25984794,0.377717189,27.76008387,11.35165084,0.276752051,0.172497019,0.861412251
9.10001,5.30001,12.26016931,0.377651096,27.76734569,11.35227893,0.276736739,0.172481188,0.861534136
0.20001,3.50001,11.38553976,0.072065807,79.69274637,11.35593598,0.276647619,0.144675407,4.770978434
0.40001,7.00001,11.38669718,0.07205375,79.69578884,11.35710031,0.276619257,0.14465951,4.771290713
9.60001,5.60001,12.26578186,0.377268015,27.80946047,11.35939114,0.276563472,0.172336778,0.861977887
8.40001,4.90001,12.26628138,0.377275378,27.80865055,11.35981695,0.276553105,0.172331018,0.861926662
7.20001,4.20001,12.26694736,0.377285193,27.80757106,11.36038467,0.276539285,0.172323339,0.861858379
6.00001,3.50001,12.26787967,0.377298926,27.80606061,11.36117944,0.27651994,0.172312589,0.861762819
4.80001,2.80001,12.26927799,0.37731951,27.80379677,11.36237152,0.276490929,0.172296467,0.861619554
3.60001,2.10001,12.27160815,0.377353775,27.80002859,11.36435811,0.276442596,0.172269604,0.861380981
8.90001,5.20001,12.27198085,0.376884206,27.85169794,11.36704967,0.276377138,0.17218421,0.862383368
2.40001,1.40001,12.27626706,0.377422147,27.79251056,11.36833053,0.276345999,0.172215903,0.860904591
7.70001,4.50001,12.27348977,0.37683251,27.85739017,11.36870547,0.276336885,0.172154223,0.862390725
6.50001,3.80001,12.27555489,0.376761761,27.86518175,11.37097163,0.276281813,0.172113197,0.862400843
0.50001,8.70001,11.40101229,0.072062717,79.69352611,11.37137083,0.276272114,0.14447876,4.764707688
9.40001,5.50001,12.27706519,0.376535437,27.89011634,11.37350039,0.276220385,0.172053449,0.862791562
5.30001,3.10001,12.2785532,0.376659042,27.87649672,11.37426191,0.276201891,0.17205366,0.862415631
8.20001,4.80001,12.279223,0.376436061,27.90106957,11.37599529,0.276159806,0.172006286,0.862858245
9.90001,5.80001,12.28162889,0.376222532,27.92461429,11.37928943,0.276079862,0.171936239,0.863158585
7.00001,4.10001,12.28211855,0.376302723,27.9157705,11.37934314,0.276078559,0.171943033,0.862947844
4.10001,2.40001,12.2833019,0.376496358,27.89442324,11.37947318,0.276075404,0.171959435,0.862439291
0.30001,5.20001,11.40984416,0.072077048,79.6899101,11.38016792,0.27605855,0.144368338,4.760074173
1.20001,0.70001,12.29023252,0.377626008,27.7701025,11.38024165,0.276056761,0.172054998,0.859481449
8.70001,5.10001,12.28428842,0.376085978,27.93967837,11.38243457,0.276003577,0.171875782,0.8632721
5.80001,3.40001,12.2862082,0.376114427,27.93653954,11.38407153,0.275963889,0.171853765,0.863074619
7.50001,4.40001,12.28779582,0.375905922,27.95954964,11.38658224,0.27590304,0.17179611,0.863422001
9.20001,5.40001,12.28879629,0.375774577,27.9740511,11.38816396,0.275864719,0.171759803,0.863641028
2.90001,1.70001,12.2919656,0.376199559,27.92714814,11.38898136,0.27584492,0.171787745,0.862483213
4.60001,2.70001,12.29242245,0.375828374,27.96811088,11.39125619,0.275789834,0.171718274,0.863267769
6.30001,3.70001,12.29263341,0.37565764,27.98696595,11.39230263,0.275764501,0.171686329,0.863629121
0.40001,6.90001,11.42213579,0.072082906,79.6884321,11.39242275,0.275761594,0.144213557,4.75456585
8.00001,4.70001,12.29275489,0.375559505,27.99780738,11.39290413,0.275749942,0.17166797,0.863836958
9.70001,5.70001,12.29283387,0.375495782,28.00484864,11.39329472,0.275740489,0.17165605,0.863971968
8.50001,5.00001,12.29712394,0.375254448,28.03152632,11.39847276,0.275615227,0.171555228,0.86420315
6.80001,4.00001,12.29810314,0.375269021,28.02991491,11.39930785,0.275595036,0.17154404,0.864102162
0.50001,8.60001,11.42955597,0.072086498,79.6875256,11.39982066,0.275582638,0.144120285,4.751242642
5.10001,3.00001,12.29973497,0.375293288,28.02723167,11.40069957,0.275561393,0.171525395,0.863933949
9.00001,5.30001,12.30100235,0.374983761,28.06146893,11.40341518,0.275495771,0.171455266,0.864528695
3.40001,2.00001,12.30299792,0.375341745,28.02187431,11.40348262,0.275494141,0.171488118,0.863597899
7.30001,4.30001,12.30281578,0.374934369,28.06693479,11.40534207,0.275449227,0.171421628,0.864510463
9.50001,5.60001,12.30446838,0.374741945,28.08823596,11.4078314,0.27538912,0.171366027,0.864820006
5.60001,3.30001,12.30572859,0.374855028,28.07571646,11.40843721,0.275374497,0.171367619,0.864481265
7.80001,4.60001,12.30691834,0.374643173,28.09917406,11.41059409,0.275322444,0.171315201,0.864866463
1.70001,1.00001,12.31278124,0.375486491,28.00587533,11.41182877,0.275292656,0.171376384,0.862592751
3.90001,2.30001,12.31117528,0.374706644,28.09214487,11.41422522,0.275234858,0.171266699,0.86442696
6.10001,3.60001,12.3107306,0.374489492,28.11619856,11.41489299,0.275218756,0.171236162,0.864938926
8.30001,4.90001,12.31052209,0.374387485,28.1275026,11.41520675,0.275211192,0.171221818,0.865179607
8.80001,5.20001,12.31371277,0.374161182,28.15259127,11.41929009,0.275112781,0.171139222,0.865457194
6.60001,3.90001,12.31496831,0.374179966,28.15050825,11.42036109,0.275086981,0.171124946,0.865327291
4.40001,2.60001,12.31747894,0.374217488,28.14634765,11.42250285,0.275035401,0.171096402,0.86506771
9.30001,5.50001,12.31655757,0.373959475,28.17496584,11.42293029,0.275025109,0.171065644,0.865704955
0.10001,1.70001,11.45474634,0.07215232,79.67091975,11.42489097,0.274977911,0.14380981,4.736475024
7.10001,4.20001,12.31860443,0.373914493,28.1799572,11.42505205,0.274974034,0.17102963,0.865660992
9.80001,5.80001,12.31910984,0.37377856,28.19504411,11.42619577,0.27494651,0.170999684,0.865927451
0.20001,3.40001,11.45716151,0.07212698,79.67731239,11.42732085,0.27491944,0.143777007,4.737138068
0.30001,5.10001,11.45796746,0.072118496,79.67945263,11.42813173,0.274899934,0.143766061,4.737361319
0.40001,6.80001,11.45837059,0.072114248,79.68052448,11.42853733,0.274890177,0.143760586,4.737473362
0.50001,8.50001,11.45861253,0.072111696,79.68116819,11.42878075,0.274884323,0.1437573,4.737540728
2.20001,1.30001,12.32500758,0.37432968,28.13390963,11.42892637,0.27488082,0.171010824,0.864290759
4.90001,2.90001,12.32248669,0.373829154,28.18942821,11.4290766,0.274877207,0.170961354,0.865577764
7.60001,4.50001,12.3217586,0.373684291,28.20551007,11.42912057,0.274876149,0.170947031,0.865950812
8.10001,4.80001,12.32452067,0.373482771,28.22789203,11.43268282,0.274790502,0.170874764,0.866204871
5.40001,3.20001,12.3265609,0.373513382,28.22449137,11.43442348,0.274748671,0.170851638,0.865993408
8.60001,5.10001,12.32695948,0.373304885,28.24765883,11.43582776,0.274714933,0.170811004,0.866429403
9.10001,5.40001,12.32912864,0.373146707,28.26524348,11.43862466,0.274647761,0.170754333,0.866629274
5.90001,3.50001,12.32994035,0.373251574,28.25358464,11.43885762,0.274642168,0.170760737,0.866338635
2.70001,1.60001,12.33267941,0.37360497,28.21431848,11.43964429,0.274623281,0.170782296,0.86536021
9.60001,5.70001,12.33107052,0.373005133,28.28098847,11.44112827,0.274587661,0.170703631,0.866808335
6.40001,3.80001,12.3327888,0.373030984,28.27811312,11.44259437,0.274552479,0.170684194,0.866629941
6.90001,4.10001,12.33522228,0.372842589,28.29907295,11.44578625,0.274475915,0.170618856,0.866879045
3.20001,1.90001,12.33794209,0.373108359,28.26950774,11.44699182,0.274447008,0.17062591,0.866095606
7.40001,4.40001,12.33732532,0.37267982,28.31719014,11.44854434,0.27440979,0.17056243,0.867094497
7.90001,4.70001,12.33916093,0.372537781,28.33300623,11.45095144,0.274352107,0.170513209,0.867282686
3.70001,2.20001,12.34177642,0.3727468,28.30973383,11.45234275,0.274318777,0.170512162,0.866632323
8.40001,5.00001,12.34077709,0.37241275,28.34693348,11.45307055,0.274301345,0.170469897,0.867448477
8.90001,5.30001,12.34221093,0.372301844,28.35929117,11.45495043,0.274256329,0.170431489,0.867595647
4.20001,2.50001,12.34469442,0.372471798,28.34035559,11.45641356,0.274221303,0.170425707,0.867041292
9.40001,5.60001,12.34349165,0.372202797,28.37033047,11.45662943,0.274216136,0.170397197,0.867727163
9.90001,5.90001,12.34464253,0.372113804,28.38025167,11.45813811,0.27418003,0.170366393,0.867845399
0.50001,8.40001,11.48819514,0.072138391,79.67443367,11.45826417,0.274177014,0.143389732,4.723595094
4.70001,2.80001,12.3469895,0.372255592,28.36444586,11.45961454,0.274144706,0.170357774,0.867363274
5.20001,3.10001,12.3488419,0.372081147,28.38389296,11.46219758,0.274082926,0.170302986,0.867623352
5.70001,3.40001,12.35036843,0.371937429,28.3999213,11.46432586,0.274032044,0.170257865,0.867837814
0.40001,6.70001,11.49542724,0.072147931,79.67202686,11.46546949,0.274004711,0.143300455,4.719999937
6.20001,3.70001,12.35164812,0.371816978,28.41335954,11.46610976,0.27398941,0.17022006,0.868017693
6.70001,4.00001,12.35273637,0.371714566,28.42478856,11.46762661,0.273953169,0.170187924,0.86817073
7.20001,4.30001,12.35367314,0.371626423,28.43462764,11.4689322,0.273921983,0.170160272,0.868302516
7.70001,4.60001,12.35448801,0.371549761,28.44318697,11.47006779,0.273894864,0.170136226,0.86841719
8.20001,4.90001,12.35520332,0.371482474,28.45070099,11.47106456,0.273871064,0.170115124,0.868517882
8.70001,5.20001,12.35583626,0.371422942,28.45735017,11.47194649,0.273850009,0.170096457,0.868607002
9.20001,5.50001,12.35640028,0.371369896,28.46327569,11.47273235,0.273831251,0.170079826,0.868686436
9.70001,5.80001,12.35690607,0.371322333,28.4685896,11.47343703,0.273814433,0.170064915,0.868757682
0.30001,5.00001,11.50755147,0.072164118,79.66794378,11.47754865,0.273716344,0.143151057,4.713970848
0.50001,8.30001,11.51831743,0.072166667,79.66730056,11.48828442,0.273460557,0.143017506,4.7093986
9.50001,5.70001,12.36963474,0.37050174,28.56037236,11.48930975,0.273436153,0.169753059,0.869708859
9.00001,5.40001,12.36982571,0.370504648,28.56004673,11.48947278,0.273432273,0.169750923,0.869688878
8.50001,5.10001,12.37003913,0.370507898,28.55968283,11.48965498,0.273427937,0.169748535,0.869666549
8.00001,4.80001,12.37027924,0.370511554,28.55927352,11.48985996,0.273423059,0.169745849,0.869641431
7.50001,4.50001,12.37055135,0.370515696,28.5588097,11.49009226,0.273417531,0.169742806,0.869612967
7.00001,4.20001,12.37086233,0.370520429,28.55827976,11.49035775,0.273411213,0.169739327,0.869580442
6.50001,3.90001,12.37122113,0.37052589,28.5576684,11.49066407,0.273403925,0.169735314,0.869542918
6.00001,3.60001,12.37163973,0.370532258,28.55695537,11.49102144,0.273395422,0.169730632,0.869499149
5.50001,3.30001,12.37213442,0.370539783,28.55611296,11.49144378,0.273385374,0.169725099,0.869447433
5.00001,3.00001,12.37272801,0.370548809,28.55510243,11.49195056,0.273373318,0.16971846,0.869385389
4.50001,2.70001,12.37345347,0.370559835,28.55386795,11.49256995,0.273358584,0.169710346,0.869309581
4.00001,2.40001,12.37436024,0.370573611,28.55232572,11.49334415,0.273340171,0.169700204,0.869214856
3.50001,2.10001,12.37552597,0.370591311,28.5503443,11.49433949,0.273316501,0.169687167,0.869093127
3.00001,1.80001,12.3770801,0.370614889,28.54770493,11.49566651,0.273284951,0.169669788,0.868930923
2.50001,1.50001,12.37925552,0.370647858,28.54401466,11.49752415,0.273240796,0.169645462,0.868704034
2.00001,1.20001,12.38251789,0.370697222,28.53848987,11.5003102,0.273174601,0.169608985,0.868364132
0.20001,3.30001,11.53206852,0.072197589,79.65950101,11.50197385,0.273135089,0.142849984,4.701771135
0.40001,6.60001,11.53333241,0.072184125,79.66289689,11.50324568,0.273104891,0.142833017,4.702131561
0.60001,9.90001,11.53375395,0.072179628,79.6640314,11.50366987,0.27309482,0.142827358,4.702252312
9.80001,5.90001,12.38200751,0.369691039,28.65124363,11.504801,0.27306797,0.169448633,0.870669141
1.50001,0.90001,12.38795311,0.370779257,28.52931011,11.50495251,0.273064374,0.169548225,0.867798772
9.30001,5.60001,12.38285547,0.369650386,28.65580551,11.50578916,0.273044518,0.169430278,0.870701463
8.80001,5.30001,12.38379954,0.369605128,28.66088482,11.50688932,0.273018412,0.169409846,0.870737463
8.30001,5.00001,12.38485703,0.369554433,28.66657486,11.50812165,0.272989177,0.169386964,0.870777808
7.80001,4.70001,12.38604971,0.369497262,28.67299285,11.5095115,0.272956211,0.169361164,0.870823334
7.30001,4.40001,12.38740525,0.369432286,28.68028802,11.51109113,0.272918754,0.169331849,0.870875108
6.80001,4.10001,12.38895948,0.369357793,28.68865341,11.51290227,0.272875821,0.169298247,0.87093451
1.00001,0.60001,12.39881589,0.370942435,28.51105632,11.51423306,0.272844282,0.169426828,0.866672326
6.30001,3.80001,12.39075951,0.369271524,28.69834314,11.51499982,0.272826114,0.169259347,0.871003361
5.80001,3.50001,12.39286868,0.369170449,28.70969878,11.51745757,0.272767895,0.169213785,0.871084111
0.50001,8.20001,11.54899344,0.072196617,79.65974601,11.51885541,0.272734794,0.142640545,4.694943825
5.30001,3.20001,12.3953741,0.369050397,28.72319031,11.52037701,0.272698771,0.169159691,0.871180133
9.60001,5.80001,12.39502101,0.368853681,28.74530666,11.52101675,0.272683629,0.169131927,0.871651202
9.10001,5.50001,12.39659734,0.368766505,28.75511139,11.52291073,0.272638809,0.169095988,0.871738256
4.80001,2.90001,12.39839899,0.368905471,28.7394829,11.52390171,0.272615363,0.169094421,0.871296216
8.60001,5.20001,12.39835605,0.368669252,28.766052,11.52502378,0.272588822,0.169055907,0.871835447
8.10001,4.90001,12.40033075,0.36856007,28.77833806,11.52739625,0.27253272,0.169010925,0.871944652
4.30001,2.60001,12.40212364,0.368727047,28.75954995,11.52824168,0.272512734,0.169014112,0.871439378
0.30001,4.90001,11.55865985,0.072214318,79.65528161,11.52848178,0.272507058,0.142522978,4.689869216
0.60001,9.80001,11.55951548,0.072205155,79.65759262,11.52934285,0.272486706,0.142511537,4.690116371
7.60001,4.60001,12.4025638,0.368436619,28.79223399,11.53007903,0.272469308,0.168960082,0.872068249
7.10001,4.30001,12.4051095,0.368295905,28.80807849,11.53313729,0.272397057,0.168902155,0.872209281
3.80001,2.30001,12.4068226,0.368501991,28.78487492,11.53371676,0.272383371,0.168912889,0.871620343
9.90001,6.00001,12.40640553,0.368108904,28.82914418,11.535261,0.272346907,0.168853623,0.872543766
6.60001,4.00001,12.40803841,0.368134038,28.8263122,11.53665575,0.272313981,0.168835552,0.872371719
9.40001,5.70001,12.40853011,0.367985425,28.84305969,11.53784289,0.272285962,0.168804328,0.872675592
8.90001,5.40001,12.41089174,0.367848192,28.85853064,11.54071271,0.272218253,0.168749563,0.87282225
6.10001,3.70001,12.41144413,0.367945858,28.8475197,11.54074677,0.27221745,0.168758166,0.872560835
3.30001,2.00001,12.41293568,0.368209277,28.81783586,11.54083927,0.272215268,0.168781362,0.871856366
0.40001,6.50001,11.57211388,0.072223012,79.65308874,11.5418934,0.272190406,0.142358123,4.683853479
0.50001,0.30001,12.43134319,0.371424868,28.457135,11.54204236,0.272186893,0.169063626,0.863326858
8.40001,5.10001,12.41353243,0.367694769,28.87583324,11.54392146,0.272142587,0.168688366,0.872986394
5.60001,3.40001,12.41545338,0.367724382,28.87249303,11.54556247,0.272103907,0.168667147,0.87278379
7.90001,4.80001,12.41650474,0.367522114,28.89531326,11.54753296,0.272057474,0.168619531,0.873171348
0.50001,8.10001,11.58023766,0.072228338,79.65174563,11.5499915,0.271999564,0.142258773,4.680223017
2.80001,1.70001,12.42121431,0.367812994,28.86249956,11.55048446,0.271987956,0.168603523,0.872177075
5.10001,3.10001,12.42024221,0.367459916,28.90233299,11.55131411,0.271968421,0.168558546,0.873050559
7.40001,4.50001,12.41987535,0.367326367,28.91740936,11.55162812,0.271961028,0.168541534,0.873381339
9.70001,5.90001,12.41968268,0.36725616,28.92533706,11.55179324,0.27195714,0.16853259,0.873555316
9.20001,5.60001,12.42256365,0.367084525,28.94472429,11.55531454,0.271874266,0.168465264,0.8737451
0.60001,9.70001,11.58567507,0.072231934,79.6508386,11.55541169,0.27187198,0.142192357,4.67779388
6.90001,4.20001,12.42373004,0.367102563,28.94268642,11.55631106,0.271850821,0.168452415,0.873621819
4.60001,2.80001,12.42606246,0.367138596,28.93861572,11.55830391,0.27180395,0.168426722,0.873375463
8.70001,5.30001,12.42577265,0.366893391,28.96632438,11.55923648,0.271782021,0.16839033,0.873956734
6.40001,3.90001,12.42818117,0.366844205,28.97188463,11.56171811,0.271723685,0.168349613,0.873899948
8.20001,5.00001,12.42936909,0.366679234,28.99053917,11.56363158,0.271678722,0.168306421,0.874194223
2.30001,1.40001,12.43305688,0.367246359,28.92644396,11.56428097,0.271663466,0.168349689,0.872638013
